#species	ctg/scaff	gene	orientation_gene	start_gene	end_gene	#exons	exons_position
Anopheles_arabiensis	KB704125	AARA007251	-	481444	487858	5	481444-481679:485641-485773:485839-486941:487330-487524:487846-487858
Anopheles_arabiensis	KB704125	AARA007252	-	559696	562383	6	559696-560102:560179-560685:560805-561210:561758-561859:561927-562160:562225-562383
Anopheles_arabiensis	KB704125	AARA007253	+	563184	572454	7	563184-563359:563618-564740:565999-568141:568218-570151:570233-570371:571392-571442:572441-572454
Anopheles_arabiensis	KB704125	AARA007254	-	582203	584588	4	582203-582432:582671-582785:584161-584275:584476-584588
Anopheles_arabiensis	KB704125	AARA007255	-	745192	746246	2	745192-745425:745524-746246
Anopheles_arabiensis	KB704125	AARA007256	+	798891	801600	3	798891-798972:799115-799242:801568-801600
Anopheles_arabiensis	KB704125	AARA007257	+	822163	823120	2	822163-822363:823094-823120
Anopheles_arabiensis	KB704125	AARA007258	+	864316	870225	4	864316-864324:864541-864675:864990-865032:870107-870225
Anopheles_arabiensis	KB704125	AARA007259	+	871863	872413	2	871863-871868:872177-872413
Anopheles_arabiensis	KB704125	AARA007260	-	897139	898300	6	897139-897195:897310-897430:897497-897623:897693-897856:897933-898182:898252-898300
Anopheles_arabiensis	KB704125	AARA014635	-	942471	942611	1	942471-942611
Anopheles_arabiensis	KB704125	AARA007261	+	948183	950553	4	948183-948238:948319-948688:948756-948853:948921-950553
Anopheles_arabiensis	KB704125	AARA007262	-	950862	951877	2	950862-951550:951613-951877
Anopheles_arabiensis	KB704125	AARA014636	+	952511	956093	2	952511-952683:956069-956093
Anopheles_arabiensis	KB704125	AARA007263	+	956587	961493	2	956587-956859:961476-961493
Anopheles_arabiensis	KB704125	AARA007264	+	1002091	1005723	1	1002091-1005723
Anopheles_arabiensis	KB704125	AARA007265	+	1043072	1046664	3	1043072-1043254:1043335-1046400:1046470-1046664
Anopheles_arabiensis	KB704125	AARA007266	-	1134182	1136960	4	1134182-1134515:1134605-1134928:1136698-1136864:1136949-1136960
Anopheles_arabiensis	KB704125	AARA007267	+	1156710	1156994	1	1156710-1156994
Anopheles_arabiensis	KB704125	AARA007268	+	1171621	1174208	6	1171621-1171648:1171744-1172001:1172106-1172217:1172444-1172500:1173162-1173338:1173428-1174208
Anopheles_arabiensis	KB704125	AARA007269	-	1176277	1178435	2	1176277-1176366:1177320-1178435
Anopheles_arabiensis	KB704125	AARA007270	+	1194353	1197699	5	1194353-1194410:1194482-1194706:1195779-1195943:1196028-1197542:1197626-1197699
Anopheles_arabiensis	KB704125	AARA007271	+	1199109	1199159	1	1199109-1199159
Anopheles_arabiensis	KB704125	AARA007272	-	1202545	1203845	4	1202545-1202713:1202779-1202981:1203057-1203449:1203645-1203845
Anopheles_arabiensis	KB704125	AARA007273	+	1214545	1216525	4	1214545-1214709:1215320-1215871:1215962-1216295:1216380-1216525
Anopheles_arabiensis	KB704125	AARA007274	-	1228957	1229267	2	1228957-1229060:1229156-1229267
Anopheles_arabiensis	KB704125	AARA007275	+	1231605	1232981	3	1231605-1232320:1232637-1232754:1232895-1232981
Anopheles_arabiensis	KB704125	AARA007276	+	1240027	1242855	4	1240027-1240251:1240337-1240396:1240682-1240807:1242496-1242855
Anopheles_arabiensis	KB704125	AARA007277	+	1260918	1262339	4	1260918-1260920:1261071-1261396:1261467-1261653:1262331-1262339
Anopheles_arabiensis	KB704125	AARA007278	+	1268991	1276788	6	1268991-1269083:1271585-1271734:1273151-1273251:1274561-1274650:1276250-1276391:1276651-1276788
Anopheles_arabiensis	KB704125	AARA007279	+	1279837	1283493	5	1279837-1280064:1280570-1281145:1281221-1282265:1282970-1283216:1283292-1283493
Anopheles_arabiensis	KB704125	AARA007280	+	1299765	1301586	2	1299765-1300993:1301064-1301586
Anopheles_arabiensis	KB704125	AARA007281	-	1304006	1304876	2	1304006-1304797:1304874-1304876
Anopheles_arabiensis	KB704125	AARA007282	+	1313725	1316293	2	1313725-1313727:1315220-1316293
Anopheles_arabiensis	KB704125	AARA007283	+	1329233	1334898	6	1329233-1329377:1329462-1331454:1331525-1332891:1332965-1333206:1333280-1334709:1334787-1334898
Anopheles_arabiensis	KB704125	AARA007284	-	1338191	1340518	2	1338191-1339321:1340516-1340518
Anopheles_arabiensis	KB704125	AARA007285	+	1341487	1349733	6	1341487-1341618:1342840-1343047:1343898-1344108:1344251-1344434:1344518-1344586:1349539-1349733
Anopheles_arabiensis	KB704125	AARA014637	+	1354538	1354675	1	1354538-1354675
Anopheles_arabiensis	KB704125	AARA007286	+	1354802	1360271	3	1354802-1354929:1357809-1359908:1360007-1360271
Anopheles_arabiensis	KB704125	AARA007287	+	1362876	1366548	5	1362876-1362904:1365229-1365398:1365501-1366158:1366292-1366386:1366472-1366548
Anopheles_arabiensis	KB704125	AARA007288	-	1363589	1364841	4	1363589-1363788:1363877-1363983:1364648-1364690:1364772-1364841
Anopheles_arabiensis	KB704125	AARA007289	-	1368071	1369663	1	1368071-1369663
Anopheles_arabiensis	KB704125	AARA007290	+	1370855	1373271	5	1370855-1370886:1370974-1372456:1372527-1372790:1372864-1373042:1373112-1373271
Anopheles_arabiensis	KB704125	AARA007291	-	1374786	1376652	4	1374786-1375178:1375781-1376048:1376118-1376521:1376611-1376652
Anopheles_arabiensis	KB704125	AARA014638	+	1377158	1381635	2	1377158-1377287:1381466-1381635
Anopheles_arabiensis	KB704125	AARA007292	+	1382900	1383964	3	1382900-1382911:1383219-1383465:1383594-1383964
Anopheles_arabiensis	KB704125	AARA007293	+	1385867	1386548	2	1385867-1385975:1386061-1386548
Anopheles_arabiensis	KB704125	AARA007294	-	1387930	1390820	6	1387930-1388148:1388218-1388439:1388528-1388690:1388778-1389057:1389132-1390212:1390713-1390820
Anopheles_arabiensis	KB704125	AARA007295	+	1391830	1392455	2	1391830-1391854:1392082-1392455
Anopheles_arabiensis	KB704125	AARA007296	+	1394567	1397478	5	1394567-1394645:1395828-1395994:1396798-1397007:1397097-1397261:1397347-1397478
Anopheles_arabiensis	KB704125	AARA007297	-	1399822	1400344	2	1399822-1399948:1400124-1400344
Anopheles_arabiensis	KB704125	AARA007298	-	1401721	1403061	3	1401721-1402439:1402512-1402703:1402779-1403061
Anopheles_arabiensis	KB704125	AARA007299	+	1403740	1406615	2	1403740-1403757:1403883-1406615
Anopheles_arabiensis	KB704125	AARA007300	-	1407108	1408395	3	1407108-1407636:1407723-1408282:1408354-1408395
Anopheles_arabiensis	KB704125	AARA007301	-	1409929	1411219	2	1409929-1410358:1411119-1411219
Anopheles_arabiensis	KB704125	AARA014639	-	1411745	1412120	2	1411745-1411956:1412087-1412120
Anopheles_arabiensis	KB704125	AARA007302	+	1412615	1413511	1	1412615-1413511
Anopheles_arabiensis	KB704125	AARA014640	+	1413859	1414737	2	1413859-1414025:1414104-1414737
Anopheles_arabiensis	KB704125	AARA007303	+	1415356	1418857	6	1415356-1415557:1415627-1416243:1416308-1417549:1417619-1418302:1418379-1418708:1418783-1418857
Anopheles_arabiensis	KB704125	AARA007304	-	1419213	1420674	4	1419213-1419452:1419519-1420214:1420280-1420454:1420520-1420674
Anopheles_arabiensis	KB704125	AARA007305	-	1421292	1422270	2	1421292-1421791:1421856-1422270
Anopheles_arabiensis	KB704125	AARA007306	+	1423010	1424509	5	1423010-1423135:1423263-1423580:1423921-1424144:1424204-1424398:1424503-1424509
Anopheles_arabiensis	KB704125	AARA007307	-	1428599	1433460	6	1428599-1428605:1428708-1428892:1428976-1429158:1429238-1429495:1430762-1430766:1433298-1433460
Anopheles_arabiensis	KB704125	AARA007308	-	1436273	1439491	7	1436273-1436313:1436382-1436803:1436879-1436988:1437443-1438222:1438290-1438832:1438913-1439050:1439351-1439491
Anopheles_arabiensis	KB704125	AARA007309	+	1440321	1442544	7	1440321-1440464:1440552-1440689:1440915-1441065:1441136-1441527:1441593-1441937:1442017-1442271:1442341-1442544
Anopheles_arabiensis	KB704125	AARA007310	-	1442818	1457957	15	1442818-1442888:1442962-1445613:1445682-1446005:1446067-1446604:1446671-1446843:1447190-1447251:1448914-1449557:1449625-1450980:1451057-1451763:1451834-1452692:1452765-1452937:1454259-1454344:1455161-1455795:1455874-1457241:1457298-1457957
Anopheles_arabiensis	KB704125	AARA007311	+	1448051	1449219	3	1448051-1448059:1448910-1448989:1448994-1449219
Anopheles_arabiensis	KB704125	AARA007312	-	1463680	1485059	25	1463680-1463776:1464675-1465117:1465183-1465769:1465844-1465931:1466771-1467280:1467347-1468708:1468779-1468973:1469308-1469558:1469633-1469962:1470031-1470550:1470605-1470777:1470845-1470891:1472348-1472991:1473059-1474426:1474494-1474955:1475029-1475279:1475355-1475684:1475747-1476281:1476342-1476514:1476603-1476649:1480547-1481783:1482782-1482974:1483035-1483245:1483313-1484518:1485049-1485059
Anopheles_arabiensis	KB704125	AARA007313	+	1471377	1472836	2	1471377-1471387:1472428-1472836
Anopheles_arabiensis	KB704125	AARA007314	+	1504766	1514088	7	1504766-1505233:1507268-1507409:1510126-1510390:1510481-1510650:1510718-1510892:1512833-1513018:1513953-1514088
Anopheles_arabiensis	KB704125	AARA007315	+	1517978	1519254	3	1517978-1518166:1518255-1518387:1519232-1519254
Anopheles_arabiensis	KB704125	AARA007316	+	1528954	1532255	6	1528954-1529475:1529561-1529699:1530952-1531383:1531484-1531658:1531750-1531935:1532126-1532255
Anopheles_arabiensis	KB704125	AARA007317	+	1534393	1536476	6	1534393-1534845:1534924-1535059:1535367-1535798:1535858-1536032:1536093-1536278:1536353-1536476
Anopheles_arabiensis	KB704125	AARA007318	+	1541094	1542032	1	1541094-1542032
Anopheles_arabiensis	KB704125	AARA007319	+	1547822	1548527	4	1547822-1547897:1548000-1548096:1548174-1548306:1548447-1548527
Anopheles_arabiensis	KB704125	AARA007320	+	1631634	1635363	4	1631634-1631663:1632229-1632320:1632831-1633021:1635197-1635363
Anopheles_arabiensis	KB704125	AARA007321	+	1659670	1662005	4	1659670-1659673:1660467-1660604:1660708-1661018:1662000-1662005
Anopheles_arabiensis	KB704125	AARA007322	+	1667484	1668370	3	1667484-1667504:1667949-1668173:1668272-1668370
Anopheles_arabiensis	KB704125	AARA007323	+	1712878	1713979	3	1712878-1712964:1713035-1713451:1713521-1713979
Anopheles_arabiensis	KB704125	AARA007324	-	1719412	1724983	12	1719412-1720117:1720230-1720508:1720577-1720792:1721529-1721995:1722067-1722165:1722237-1722909:1722972-1723112:1723458-1723903:1723977-1724217:1724276-1724548:1724624-1724821:1724898-1724983
Anopheles_arabiensis	KB704125	AARA007325	+	1729870	1733894	6	1729870-1729943:1730182-1730397:1730468-1731418:1732747-1733140:1733226-1733494:1733561-1733894
Anopheles_arabiensis	KB704125	AARA007326	-	1734407	1738603	7	1734407-1734463:1734895-1735425:1735510-1736545:1736618-1737120:1737183-1737733:1737869-1738322:1738544-1738603
Anopheles_arabiensis	KB704125	AARA007327	+	1739482	1739820	2	1739482-1739590:1739690-1739820
Anopheles_arabiensis	KB704125	AARA007328	+	1741153	1763809	29	1741153-1741284:1741440-1742589:1743799-1743996:1744070-1744363:1745731-1745919:1745982-1746376:1747305-1747413:1749348-1749545:1749619-1749868:1751901-1752127:1752193-1752540:1753758-1753820:1753907-1754095:1754162-1754413:1755701-1755811:1755876-1756164:1756767-1756810:1756881-1757069:1757124-1757455:1758379-1758487:1758548-1758745:1758821-1759070:1759848-1759951:1760020-1760535:1760963-1761193:1761261-1761411:1761943-1762049:1762421-1762618:1763493-1763809
Anopheles_arabiensis	KB704125	AARA014641	-	1754202	1754291	1	1754202-1754291
Anopheles_arabiensis	KB704125	AARA007329	-	1774875	1782830	3	1774875-1774895:1775974-1776986:1782815-1782830
Anopheles_arabiensis	KB704125	AARA007330	+	1800634	1807204	3	1800634-1800648:1806187-1806957:1807031-1807204
Anopheles_arabiensis	KB704125	AARA007331	+	1838214	1839607	2	1838214-1838516:1839575-1839607
Anopheles_arabiensis	KB704125	AARA007332	+	2012513	2017770	3	2012513-2012530:2014816-2015809:2017697-2017770
Anopheles_arabiensis	KB704125	AARA007333	+	2030807	2038325	10	2030807-2030928:2032783-2033689:2034041-2034960:2035046-2035207:2035278-2035481:2036465-2036723:2036796-2037068:2037150-2037480:2037549-2037956:2038024-2038325
Anopheles_arabiensis	KB704125	AARA007334	-	2041427	2042227	3	2041427-2041528:2041604-2041782:2041873-2042227
Anopheles_arabiensis	KB704125	AARA014642	-	2047920	2048234	1	2047920-2048234
Anopheles_arabiensis	KB704125	AARA007335	-	2053656	2058183	7	2053656-2053853:2053950-2054067:2054148-2054384:2054468-2054583:2054660-2056828:2057767-2057986:2058128-2058183
Anopheles_arabiensis	KB704125	AARA007336	-	2067828	2069070	3	2067828-2067857:2068586-2068683:2068953-2069070
Anopheles_arabiensis	KB704125	AARA007337	+	2095906	2099286	5	2095906-2096006:2097191-2097421:2097654-2098453:2098625-2098849:2098940-2099286
Anopheles_arabiensis	KB704125	AARA007338	-	2100429	2107088	7	2100429-2100563:2100641-2100883:2100948-2102148:2102244-2102286:2103674-2103857:2103959-2104119:2106977-2107088
Anopheles_arabiensis	KB704125	AARA007339	+	2132934	2140211	7	2132934-2133306:2134543-2134765:2134837-2134973:2135102-2135254:2135343-2135523:2135817-2135956:2139907-2140211
Anopheles_arabiensis	KB704125	AARA007340	-	2146543	2147268	4	2146543-2146571:2146662-2146793:2146867-2147133:2147217-2147268
Anopheles_arabiensis	KB704125	AARA007341	-	2147485	2148832	5	2147485-2147501:2148174-2148194:2148269-2148400:2148464-2148730:2148796-2148832
Anopheles_arabiensis	KB704125	AARA007342	+	2150268	2153755	4	2150268-2150332:2150415-2150766:2150855-2152812:2153395-2153755
Anopheles_arabiensis	KB704125	AARA007343	+	2165359	2166158	3	2165359-2165374:2165655-2166050:2166124-2166158
Anopheles_arabiensis	KB704125	AARA007344	+	2173608	2176144	6	2173608-2173661:2174071-2174095:2174406-2174672:2175411-2175542:2175650-2175670:2176128-2176144
Anopheles_arabiensis	KB704125	AARA007345	+	2201835	2202326	2	2201835-2202006:2202085-2202326
Anopheles_arabiensis	KB704125	AARA007346	+	2288321	2298136	8	2288321-2288751:2288839-2289123:2289197-2289672:2292258-2292442:2294993-2295188:2295269-2295481:2295562-2295792:2297994-2298136
Anopheles_arabiensis	KB704125	AARA007347	+	2302146	2306429	5	2302146-2302157:2302294-2302489:2305665-2305877:2305956-2306186:2306281-2306429
Anopheles_arabiensis	KB704125	AARA007348	+	2308415	2309489	2	2308415-2308451:2308528-2309489
Anopheles_arabiensis	KB704125	AARA007349	-	2309595	2310236	3	2309595-2309654:2309723-2309933:2309998-2310236
Anopheles_arabiensis	KB704125	AARA007350	+	2311016	2311966	2	2311016-2311181:2311251-2311966
Anopheles_arabiensis	KB704125	AARA007351	-	2312633	2313193	3	2312633-2312749:2312835-2312989:2313070-2313193
Anopheles_arabiensis	KB704125	AARA007352	-	2314652	2317793	6	2314652-2315035:2315117-2315298:2315760-2315882:2315956-2316137:2316214-2317520:2317683-2317793
Anopheles_arabiensis	KB704125	AARA007353	-	2323312	2324120	3	2323312-2323704:2323770-2323923:2323981-2324120
Anopheles_arabiensis	KB704125	AARA007354	+	2351380	2362183	6	2351380-2351442:2351515-2351646:2351761-2351976:2355506-2355669:2357553-2357746:2361960-2362183
Anopheles_arabiensis	KB704125	AARA007355	-	2387591	2391186	3	2387591-2388910:2388995-2389431:2391168-2391186
Anopheles_arabiensis	KB704125	AARA007356	-	2408450	2409373	4	2408450-2408532:2408608-2408784:2408897-2408996:2409359-2409373
Anopheles_arabiensis	KB704125	AARA014643	-	2451020	2452435	2	2451020-2451146:2452290-2452435
Anopheles_arabiensis	KB704125	AARA007357	-	2474407	2476339	6	2474407-2474466:2474530-2474686:2474726-2474856:2475311-2475407:2475481-2475929:2475995-2476339
Anopheles_arabiensis	KB704125	AARA007358	+	2481895	2485120	6	2481895-2482226:2482291-2482764:2482844-2482977:2483050-2484134:2484266-2484441:2484526-2485120
Anopheles_arabiensis	KB704125	AARA007359	-	2488933	2493052	2	2488933-2489664:2489759-2493052
Anopheles_arabiensis	KB704125	AARA007360	-	2497647	2511406	12	2497647-2500169:2500724-2501638:2502000-2503568:2503666-2503852:2503968-2504104:2504618-2504804:2505090-2506102:2506181-2507655:2509351-2509582:2509713-2509884:2510199-2511235:2511308-2511406
Anopheles_arabiensis	KB704125	AARA007361	+	2513778	2514767	1	2513778-2514767
Anopheles_arabiensis	KB704125	AARA007362	-	2514942	2515610	2	2514942-2515389:2515462-2515610
Anopheles_arabiensis	KB704125	AARA007363	+	2516135	2517304	4	2516135-2516183:2516240-2516419:2516508-2517105:2517193-2517304
Anopheles_arabiensis	KB704125	AARA007364	-	2517496	2518137	2	2517496-2517681:2517778-2518137
Anopheles_arabiensis	KB704125	AARA007365	-	2518934	2519851	1	2518934-2519851
Anopheles_arabiensis	KB704125	AARA007366	+	2521463	2534191	13	2521463-2521505:2523769-2523896:2523970-2524257:2524346-2524469:2526590-2526677:2526746-2526865:2526935-2527083:2527161-2528266:2529506-2530703:2533151-2533353:2533561-2533749:2533856-2534032:2534111-2534191
Anopheles_arabiensis	KB704125	AARA007367	-	2644012	2655567	8	2644012-2644154:2648753-2648967:2649495-2649604:2651489-2651557:2653626-2653826:2653912-2654055:2655180-2655315:2655560-2655567
Anopheles_arabiensis	KB704125	AARA007368	-	2660124	2661728	4	2660124-2660242:2660280-2660311:2661225-2661396:2661725-2661728
Anopheles_arabiensis	KB704125	AARA007369	-	2671992	2672870	2	2671992-2672367:2672851-2672870
Anopheles_arabiensis	KB704125	AARA007370	-	2680935	2682356	1	2680935-2682356
Anopheles_arabiensis	KB704125	AARA007371	-	2739992	2743094	4	2739992-2740195:2740300-2740374:2740471-2740578:2743077-2743094
Anopheles_arabiensis	KB704125	AARA007372	+	2762001	2762415	2	2762001-2762018:2762092-2762415
Anopheles_arabiensis	KB704125	AARA007373	+	2775117	2775772	3	2775117-2775128:2775235-2775477:2775611-2775772
Anopheles_arabiensis	KB704125	AARA007374	+	2790174	2790640	2	2790174-2790185:2790266-2790640
Anopheles_arabiensis	KB704125	AARA014644	-	2791178	2791240	1	2791178-2791240
Anopheles_arabiensis	KB704125	AARA007375	+	2792823	2793995	4	2792823-2792843:2793270-2793459:2793604-2793833:2793924-2793995
Anopheles_arabiensis	KB704125	AARA007376	-	2794726	2795500	2	2794726-2795334:2795489-2795500
Anopheles_arabiensis	KB704125	AARA014645	-	2798008	2798649	1	2798008-2798649
Anopheles_arabiensis	KB704125	AARA007377	+	2798017	2798610	1	2798017-2798610
Anopheles_arabiensis	KB704125	AARA007378	-	2801240	2802384	3	2801240-2801326:2801481-2801917:2802051-2802384
Anopheles_arabiensis	KB704125	AARA007379	+	2803869	2804747	2	2803869-2804155:2804195-2804747
Anopheles_arabiensis	KB704125	AARA007380	+	2804913	2815574	10	2804913-2805788:2805968-2806840:2807085-2807984:2808325-2809194:2810507-2811205:2811325-2811396:2811458-2811553:2811627-2811653:2814437-2815114:2815293-2815574
Anopheles_arabiensis	KB704125	AARA007381	-	2814389	2815927	2	2814389-2815846:2815922-2815927
Anopheles_arabiensis	KB704125	AARA007382	+	2853272	2853901	1	2853272-2853901
Anopheles_arabiensis	KB704125	AARA007383	-	2856778	2857263	2	2856778-2857031:2857113-2857263
Anopheles_arabiensis	KB704125	AARA007384	-	2859155	2862177	7	2859155-2859819:2859897-2860460:2860585-2860691:2860774-2860938:2861026-2861191:2861872-2862082:2862175-2862177
Anopheles_arabiensis	KB704125	AARA007385	-	2863746	2865905	3	2863746-2864957:2865027-2865714:2865784-2865905
Anopheles_arabiensis	KB704125	AARA007386	+	2870555	2872053	3	2870555-2870989:2871313-2871672:2871745-2872053
Anopheles_arabiensis	KB704125	AARA007387	-	2874291	2874861	3	2874291-2874426:2874507-2874629:2874725-2874861
Anopheles_arabiensis	KB704125	AARA007388	+	2875562	2876360	2	2875562-2875837:2875908-2876360
Anopheles_arabiensis	KB704125	AARA007389	+	2879333	2887919	9	2879333-2879666:2880339-2884895:2884985-2885371:2885451-2885726:2885816-2886057:2886159-2886668:2886990-2887167:2887522-2887623:2887741-2887919
Anopheles_arabiensis	KB704125	AARA007390	+	2894402	2897813	8	2894402-2894822:2894913-2895535:2896001-2896401:2896485-2896697:2896791-2896958:2897070-2897265:2897356-2897440:2897512-2897813
Anopheles_arabiensis	KB704125	AARA007391	+	2900460	2902148	3	2900460-2900549:2901230-2901422:2901484-2902148
Anopheles_arabiensis	KB704125	AARA007392	-	2903653	2905065	1	2903653-2905065
Anopheles_arabiensis	KB704125	AARA007393	+	2906047	2910375	8	2906047-2906076:2906207-2907791:2908261-2908472:2909116-2909135:2909199-2909706:2909776-2909945:2910012-2910153:2910223-2910375
Anopheles_arabiensis	KB704125	AARA007394	-	2910496	2911056	1	2910496-2911056
Anopheles_arabiensis	KB704125	AARA007395	-	2912166	2918111	4	2912166-2914580:2914912-2915049:2915120-2915316:2915408-2918111
Anopheles_arabiensis	KB704125	AARA007396	-	2919195	2924036	5	2919195-2919739:2923216-2923352:2923429-2923471:2923547-2923713:2923792-2924036
Anopheles_arabiensis	KB704125	AARA007397	+	2920252	2921217	1	2920252-2921217
Anopheles_arabiensis	KB704125	AARA007398	-	2925787	2931657	7	2925787-2926408:2926726-2926892:2926954-2927116:2929000-2929150:2929234-2929544:2929626-2931537:2931597-2931657
Anopheles_arabiensis	KB704125	AARA007399	+	2937874	2941744	4	2937874-2938172:2938769-2938895:2938972-2939304:2941031-2941744
Anopheles_arabiensis	KB704125	AARA007400	+	2975132	2977991	4	2975132-2975619:2975696-2976691:2976773-2977247:2977335-2977991
Anopheles_arabiensis	KB704125	AARA007401	+	2978831	2980217	2	2978831-2979580:2979648-2980217
Anopheles_arabiensis	KB704125	AARA007402	+	3025294	3027163	4	3025294-3025317:3025496-3026341:3026426-3027053:3027138-3027163
Anopheles_arabiensis	KB704125	AARA007403	-	3028460	3029842	5	3028460-3028511:3028610-3029004:3029105-3029285:3029397-3029680:3029768-3029842
Anopheles_arabiensis	KB704125	AARA007404	+	3031219	3034304	2	3031219-3031284:3032973-3034304
Anopheles_arabiensis	KB704125	AARA007405	-	3037912	3042784	12	3037912-3038130:3038207-3038304:3038392-3039142:3039210-3039474:3039544-3039707:3039795-3039950:3040028-3040696:3040770-3040875:3040949-3041097:3041166-3041995:3042258-3042433:3042741-3042784
Anopheles_arabiensis	KB704125	AARA007406	-	3047282	3059116	10	3047282-3047356:3047428-3047656:3047741-3047935:3048003-3049939:3050879-3051259:3055023-3055169:3055257-3055818:3058520-3058650:3058882-3058989:3059108-3059116
Anopheles_arabiensis	KB704125	AARA007407	-	3089515	3093014	5	3089515-3089740:3090221-3090444:3090529-3090925:3092466-3092626:3092994-3093014
Anopheles_arabiensis	KB704125	AARA007408	-	3107875	3108829	2	3107875-3107920:3108192-3108829
Anopheles_arabiensis	KB704125	AARA007409	-	3132882	3133976	1	3132882-3133976
Anopheles_arabiensis	KB704125	AARA007410	-	3138216	3142601	5	3138216-3138564:3138639-3139039:3141084-3141256:3141365-3141640:3141878-3142601
Anopheles_arabiensis	KB704125	AARA014646	-	3157340	3159400	2	3157340-3157368:3159199-3159400
Anopheles_arabiensis	KB704125	AARA007411	+	3159940	3160951	4	3159940-3160045:3160133-3160161:3160225-3160287:3160385-3160951
Anopheles_arabiensis	KB704125	AARA007412	-	3166814	3168022	1	3166814-3168022
Anopheles_arabiensis	KB704125	AARA007413	-	3174062	3175671	5	3174062-3174319:3174388-3174577:3174680-3174796:3174872-3175485:3175561-3175671
Anopheles_arabiensis	KB704125	AARA007414	-	3214237	3218734	3	3214237-3214592:3214676-3218000:3218075-3218734
Anopheles_arabiensis	KB704125	AARA007415	-	3232972	3233259	1	3232972-3233259
Anopheles_arabiensis	KB704125	AARA007416	+	3238619	3239289	2	3238619-3238694:3238769-3239289
Anopheles_arabiensis	KB704125	AARA007417	-	3239694	3240599	1	3239694-3240599
Anopheles_arabiensis	KB704125	AARA007418	-	3242776	3246191	4	3242776-3243206:3244546-3244606:3245705-3246117:3246188-3246191
Anopheles_arabiensis	KB704125	AARA007419	-	3249085	3255011	8	3249085-3249392:3251991-3252137:3252715-3252799:3252890-3252964:3253059-3253225:3253379-3253548:3254455-3254713:3254804-3255011
Anopheles_arabiensis	KB704125	AARA007420	-	3271917	3272717	2	3271917-3271922:3272469-3272717
Anopheles_arabiensis	KB704125	AARA007421	+	3278713	3279585	3	3278713-3278744:3278816-3279354:3279425-3279585
Anopheles_arabiensis	KB704125	AARA007422	-	3278891	3279996	2	3278891-3279214:3279988-3279996
Anopheles_arabiensis	KB704125	AARA007423	-	3280347	3282114	4	3280347-3280433:3280532-3281576:3281698-3281840:3282070-3282114
Anopheles_arabiensis	KB704125	AARA007424	-	3284960	3285942	2	3284960-3285277:3285478-3285942
Anopheles_arabiensis	KB704125	AARA007425	+	3295456	3306498	10	3295456-3295860:3295933-3296028:3296120-3296289:3296356-3296859:3296937-3297003:3298967-3299214:3302041-3302146:3302644-3302839:3305130-3306106:3306181-3306498
Anopheles_arabiensis	KB704125	AARA007426	+	3310289	3310842	2	3310289-3310303:3310405-3310842
Anopheles_arabiensis	KB704125	AARA007427	-	3316882	3319984	2	3316882-3318879:3319871-3319984
Anopheles_arabiensis	KB704125	AARA014647	-	3332513	3332635	1	3332513-3332635
Anopheles_arabiensis	KB704125	AARA007428	+	3336561	3339684	4	3336561-3336712:3336796-3336899:3337531-3337642:3337728-3339684
Anopheles_arabiensis	KB704125	AARA007429	-	3343549	3345758	4	3343549-3343797:3344701-3344937:3345023-3345286:3345747-3345758
Anopheles_arabiensis	KB704125	AARA007430	-	3371798	3371998	1	3371798-3371998
Anopheles_arabiensis	KB704125	AARA007431	+	3376348	3377706	2	3376348-3376542:3376609-3377706
