#species	ctg/scaff	gene	orientation_gene	start_gene	end_gene	#exons	exons_position
ACOLU	scf_1925488658	ACOM022385	-	367981	373621	11	367981-368307:368445-368757:368926-369003:369081-369451:369531-369617:370116-370268:370357-370528:370615-370786:371109-371196:371375-371620:373562-373621
ACOLU	scf_1925488658	ACOM022388	+	405012	406585	2	405012-405110:406199-406585
ACOLU	scf_1925488658	ACOM022404	+	409249	409710	2	409249-409260:409324-409710
ACOLU	scf_1925488658	ACOM022402	+	411526	417464	4	411526-411574:412795-412817:414467-414829:417099-417464
ACOLU	scf_1925488658	ACOM022403	+	423971	428749	3	423971-423982:424046-424453:428387-428749
ACOLU	scf_1925488658	ACOM022394	+	435167	436374	2	435167-435178:435769-436374
ACOLU	scf_1925488658	ACOM022387	+	437611	438252	2	437611-437622:437701-438252
ACOLU	scf_1925488658	ACOM022395	+	440674	441390	2	440674-440712:441016-441390
ACOLU	scf_1925488658	ACOM022389	+	443250	444361	4	443250-443501:443579-443811:443890-444087:444163-444361
ACOLU	scf_1925488658	ACOM022406	+	448149	448460	1	448149-448460
ACOLU	scf_1925488658	ACOM022398	-	450183	450842	1	450183-450842
ACOLU	scf_1925488658	ACOM022399	-	453740	454524	2	453740-454423:454513-454524
ACOLU	scf_1925488658	ACOM022397	-	455620	468870	3	455620-455763:459751-459827:468432-468870
ACOLU	scf_1925488658	ACOM022392	+	459706	465216	7	459706-459861:459944-460278:462098-462269:462376-462818:464633-464893:464961-465070:465140-465216
ACOLU	scf_1925488658	ACOM022391	+	468243	469026	2	468243-468254:468343-469026
ACOLU	scf_1925488658	ACOM022393	+	471325	493440	3	471325-471336:471426-471839:492952-493440
ACOLU	scf_1925488658	ACOM022386	+	497157	497940	2	497157-497168:497257-497940
ACOLU	scf_1925488658	ACOM022400	-	498954	499326	2	498954-499097:499168-499326
ACOLU	scf_1925488658	ACOM022401	-	499395	500664	4	499395-499656:499725-499865:499928-500137:500231-500664
ACOLU	scf_1925488658	ACOM022396	-	502849	503858	2	502849-503316:503622-503858
ACOLU	scf_1925488658	ACOM022390	+	511759	512190	1	511759-512190
ACOLU	scf_1925488664	ACOM038729	-	16781	29119	3	16781-16840:28397-28569:28636-29119
ACOLU	scf_1925488664	ACOM038726	+	38274	42122	4	38274-38510:38571-39340:39606-40379:41945-42122
ACOLU	scf_1925488668	ACOM024321	+	49	2903	5	49-139:214-616:704-1249:1337-1631:2337-2903
ACOLU	scf_1925488668	ACOM024322	-	8409	16632	9	8409-8744:8799-9070:9150-9477:9567-9742:15250-15309:15388-15462:15624-15819:15894-16295:16345-16632
ACOLU	scf_1925488668	ACOM024323	+	8884	16758	4	8884-8999:9220-9495:15999-16231:16379-16758
ACOLU	scf_1925488671	ACOM032701	-	13745	14334	2	13745-13914:14127-14334
ACOLU	scf_1925488672	ACOM023309	-	3	482	1	3-482
ACOLU	scf_1925488672	ACOM023308	+	5647	7793	4	5647-5721:5971-6323:6332-7031:7131-7793
ACOLU	scf_1925488675	ACOM028989	+	1699	4774	5	1699-1831:1874-2231:2296-2395:2839-2879:4636-4774
ACOLU	scf_1925488681	ACOM035349	+	10058	10918	1	10058-10918
ACOLU	scf_1925488681	ACOM035348	-	14836	16074	1	14836-16074
ACOLU	scf_1925488683	ACOM023254	+	3130	3925	2	3130-3219:3290-3925
ACOLU	scf_1925488683	ACOM023255	+	4219	5183	4	4219-4221:4493-4657:4744-4905:5010-5183
ACOLU	scf_1925488685	ACOM022697	-	3440	4000	1	3440-4000
ACOLU	scf_1925488686	ACOM036211	+	6674	10801	3	6674-7164:8083-8397:9127-10801
ACOLU	scf_1925488686	ACOM036216	-	9355	14617	5	9355-9786:9839-10054:10060-10653:10676-10813:14288-14617
ACOLU	scf_1925488686	ACOM036210	+	18060	18811	3	18060-18223:18291-18389:18466-18811
ACOLU	scf_1925488686	ACOM036212	+	25332	37793	7	25332-25424:25540-25817:26433-27037:27120-27367:27464-27571:27644-27847:37653-37793
ACOLU	scf_1925488686	ACOM036218	-	25512	27078	2	25512-25778:26437-27078
ACOLU	scf_1925488686	ACOM036220	-	27115	39487	3	27115-27255:37335-37852:39481-39487
ACOLU	scf_1925488686	ACOM036214	+	39362	56915	6	39362-39902:41821-41960:42111-42682:47775-48568:50579-50676:56823-56915
ACOLU	scf_1925488686	ACOM036219	-	41808	42698	1	41808-42698
ACOLU	scf_1925488686	ACOM036217	-	45088	48582	2	45088-45282:47788-48582
ACOLU	scf_1925488686	ACOM036230	-	101045	102060	4	101045-101053:101244-101381:101837-101962:102010-102060
ACOLU	scf_1925488686	ACOM036227	+	105927	110186	2	105927-106113:109996-110186
ACOLU	scf_1925488686	ACOM036224	+	200123	216796	2	200123-200172:215722-216796
ACOLU	scf_1925488686	ACOM036225	-	218850	219967	2	218850-219724:219949-219967
ACOLU	scf_1925488688	ACOM031168	+	1483	11092	5	1483-1581:1722-1786:4493-4584:7491-7788:10744-11092
ACOLU	scf_1925488691	ACOM035937	-	706	1080	1	706-1080
ACOLU	scf_1925488692	ACOM033593	+	4263	5581	4	4263-4264:4355-4427:4503-5302:5377-5581
ACOLU	scf_1925488693	ACOM024338	+	812	1681	2	812-827:1392-1681
ACOLU	scf_1925488695	ACOM028985	-	8998	11562	3	8998-9601:9682-9933:11045-11562
ACOLU	scf_1925488698	ACOM033468	+	3723	6508	6	3723-3892:4818-4878:5311-5490:5834-5936:6046-6213:6321-6508
ACOLU	scf_1925488702	ACOM028870	-	6656	7460	2	6656-6811:6885-7460
ACOLU	scf_1925488702	ACOM028869	+	18994	21110	8	18994-19055:19180-19283:19400-19467:19542-19908:19987-20102:20180-20567:20648-20863:20938-21110
ACOLU	scf_1925488705	ACOM024136	+	2100	13389	10	2100-2595:2709-3262:3349-3501:4001-4564:4941-5252:8611-8795:8868-9818:9888-10369:10435-10550:13297-13389
ACOLU	scf_1925488709	ACOM038272	+	691	1200	1	691-1200
ACOLU	scf_1925488710	ACOM040334	-	9288	33708	3	9288-9466:9769-9915:33063-33708
ACOLU	scf_1925488710	ACOM040332	+	67917	69497	2	67917-68983:69074-69497
ACOLU	scf_1925488710	ACOM040335	-	69137	72005	2	69137-69493:71949-72005
ACOLU	scf_1925488717	ACOM040421	-	921	1301	1	921-1301
ACOLU	scf_1925488722	ACOM029050	-	3292	7450	2	3292-3507:7292-7450
ACOLU	scf_1925488728	ACOM040043	+	2444	3672	2	2444-3188:3605-3672
ACOLU	scf_1925488738	ACOM028975	+	15068	19417	3	15068-15527:15890-16423:19302-19417
ACOLU	scf_1925488738	ACOM028974	+	112260	124562	4	112260-112299:115381-115643:115720-116335:124201-124562
ACOLU	scf_1925488741	ACOM034998	+	100	339	1	100-339
ACOLU	scf_1925488754	ACOM036033	-	75	3459	6	75-136:210-434:511-613:719-996:2146-2459:3308-3459
ACOLU	scf_1925488756	ACOM040215	-	150	1118	1	150-1118
ACOLU	scf_1925488761	ACOM040407	+	784	4907	6	784-1078:1163-1867:1947-2098:2176-2366:2443-4092:4097-4907
ACOLU	scf_1925488761	ACOM040409	-	7380	9271	3	7380-8189:8258-9098:9183-9271
ACOLU	scf_1925488761	ACOM040405	+	9614	11913	4	9614-9625:10822-11455:11535-11713:11788-11913
ACOLU	scf_1925488761	ACOM040406	+	12463	17272	6	12463-12477:12548-12662:12733-12869:13739-16143:16228-16459:16535-17272
ACOLU	scf_1925488761	ACOM040408	-	17715	19709	3	17715-18545:18617-19457:19540-19709
ACOLU	scf_1925488773	ACOM032963	+	29705	32586	5	29705-29713:31154-31250:31405-31559:32130-32270:32458-32586
ACOLU	scf_1925488782	ACOM029039	+	770	5544	4	770-1035:2762-3328:3348-3692:5391-5544
ACOLU	scf_1925488782	ACOM029038	-	8617	16531	4	8617-8626:12832-13013:14624-14908:16514-16531
ACOLU	scf_1925488782	ACOM029040	+	17261	24453	2	17261-17290:23905-24453
ACOLU	scf_1925488782	ACOM029042	-	27808	35327	6	27808-28222:28299-28939:29007-29222:32129-33169:33741-35015:35196-35327
ACOLU	scf_1925488782	ACOM029036	+	40003	41048	3	40003-40092:40171-40220:40304-41048
ACOLU	scf_1925488782	ACOM029035	+	42404	42958	2	42404-42623:42708-42958
ACOLU	scf_1925488782	ACOM029037	+	45842	46968	3	45842-45858:45969-46497:46561-46968
ACOLU	scf_1925488783	ACOM036198	+	711	1254	2	711-1116:1184-1254
ACOLU	scf_1925488785	ACOM037777	+	1426	1776	1	1426-1776
ACOLU	scf_1925488801	ACOM022657	+	256	2359	3	256-310:889-1026:2076-2359
ACOLU	scf_1925488804	ACOM032708	-	34025	35599	3	34025-35076:35156-35325:35352-35599
ACOLU	scf_1925488804	ACOM032714	-	46591	49368	3	46591-47643:48817-48892:49322-49368
ACOLU	scf_1925488804	ACOM032713	-	73690	82098	5	73690-74265:74448-75030:75167-75404:75473-75633:78728-82098
ACOLU	scf_1925488804	ACOM032709	+	74701	79819	5	74701-74997:78731-79171:79189-79389:79421-79633:79643-79819
ACOLU	scf_1925488804	ACOM032715	-	86347	89572	2	86347-86855:89548-89572
ACOLU	scf_1925488804	ACOM032707	+	123293	134995	4	123293-123300:133011-133163:133246-133419:133498-134995
ACOLU	scf_1925488810	ACOM039312	+	91	4227	4	91-220:1009-2071:3525-3643:3764-4227
ACOLU	scf_1925488814	ACOM022687	+	611	16560	9	611-799:2385-2601:2669-2801:2907-3010:3758-3849:4620-4697:15561-15974:16051-16281:16468-16560
ACOLU	scf_1925488821	ACOM035965	+	3896	15723	11	3896-3914:5771-6394:6459-6590:8743-8898:8981-9107:9192-9679:10798-13724:14104-14386:14468-14746:14813-15133:15242-15723
ACOLU	scf_1925488821	ACOM035966	+	21639	25848	5	21639-21679:23073-23129:23379-24250:24768-24988:25834-25848
ACOLU	scf_1925488826	ACOM028037	+	610	5555	4	610-697:4089-4300:4940-5151:5234-5555
ACOLU	scf_1925488826	ACOM028038	+	9747	10259	1	9747-10259
ACOLU	scf_1925488828	ACOM032958	+	12710	16418	2	12710-12726:15521-16418
ACOLU	scf_1925488837	ACOM026698	+	445	1786	2	445-495:1541-1786
ACOLU	scf_1925488838	ACOM028947	-	22	1208	5	22-195:250-349:447-674:756-918:989-1208
ACOLU	scf_1925488839	ACOM024126	+	3513	5609	2	3513-3767:4878-5609
ACOLU	scf_1925488839	ACOM024125	+	48776	49867	1	48776-49867
ACOLU	scf_1925488840	ACOM035359	-	254	3374	3	254-673:883-1075:3004-3374
ACOLU	scf_1925488840	ACOM035357	+	390	1298	3	390-729:804-1080:1163-1298
ACOLU	scf_1925488840	ACOM035358	+	3007	4410	2	3007-3122:3198-4410
ACOLU	scf_1925488847	ACOM037774	-	565	2172	3	565-665:737-925:1782-2172
ACOLU	scf_1925488863	ACOM022658	+	26975	29825	2	26975-27576:28142-29825
ACOLU	scf_1925488863	ACOM022671	-	32470	40597	2	32470-33213:40568-40597
ACOLU	scf_1925488863	ACOM022661	-	40896	43322	4	40896-41211:41287-41469:41551-41774:43299-43322
ACOLU	scf_1925488863	ACOM022666	+	40999	60419	4	40999-41042:41478-41793:56888-57158:60391-60419
ACOLU	scf_1925488863	ACOM022673	-	56869	59565	2	56869-57126:59332-59565
ACOLU	scf_1925488863	ACOM022664	+	64115	65659	1	64115-65659
ACOLU	scf_1925488863	ACOM022674	-	66158	66831	3	66158-66394:66433-66529:66698-66831
ACOLU	scf_1925488863	ACOM022665	+	66185	67714	1	66185-67714
ACOLU	scf_1925488863	ACOM022663	-	68282	69147	2	68282-68618:69134-69147
ACOLU	scf_1925488863	ACOM022676	-	84518	86901	2	84518-84860:86894-86901
ACOLU	scf_1925488863	ACOM022670	-	93507	102725	4	93507-93561:93689-93747:101929-102422:102455-102725
ACOLU	scf_1925488863	ACOM022659	+	121963	133368	5	121963-121971:129158-129813:130035-130135:130228-130405:131667-133368
ACOLU	scf_1925488863	ACOM022672	-	129592	131942	3	129592-129742:130242-130358:131698-131942
ACOLU	scf_1925488863	ACOM022660	+	149272	150555	4	149272-149473:149698-150136:150156-150329:150414-150555
ACOLU	scf_1925488863	ACOM022669	-	154176	154702	2	154176-154266:154344-154702
ACOLU	scf_1925488863	ACOM022662	-	162143	165179	5	162143-162775:162853-163058:163127-163754:163827-164059:164156-165179
ACOLU	scf_1925488867	ACOM038711	+	1478	7865	2	1478-2010:7601-7865
ACOLU	scf_1925488867	ACOM038712	-	8273	9643	2	8273-9368:9465-9643
ACOLU	scf_1925488867	ACOM038715	-	45672	53152	4	45672-45995:49086-49249:49340-49715:50243-53152
ACOLU	scf_1925488869	ACOM037681	+	8482	11854	2	8482-8539:11478-11854
ACOLU	scf_1925488870	ACOM033561	-	3623	4729	1	3623-4729
ACOLU	scf_1925488872	ACOM028928	-	6685	6999	1	6685-6999
ACOLU	scf_1925488886	ACOM035947	+	7129	8305	4	7129-7589:7720-7840:7924-8100:8186-8305
ACOLU	scf_1925488897	ACOM035376	+	3517	10577	3	3517-3559:3847-4182:10168-10577
ACOLU	scf_1925488899	ACOM039314	-	11366	12220	2	11366-11671:11912-12220
ACOLU	scf_1925488899	ACOM039313	+	14010	19014	5	14010-14977:15071-15191:16128-16936:17008-17062:18517-19014
ACOLU	scf_1925488900	ACOM037691	+	84	890	1	84-890
ACOLU	scf_1925488919	ACOM035960	+	3609	5557	5	3609-3738:3814-4091:4177-4338:4436-5084:5151-5557
ACOLU	scf_1925488920	ACOM038265	-	1768	8511	3	1768-1943:5413-5638:8455-8511
ACOLU	scf_1925488931	ACOM035385	+	6482	15975	15	6482-6482:7232-7303:7495-7595:7710-8105:8789-8967:12886-12956:13167-13400:13526-13622:13721-13848:13985-14064:14150-14416:14519-14704:14902-14999:15033-15134:15189-15975
ACOLU	scf_1925488931	ACOM035384	+	38902	39951	4	38902-38992:39391-39524:39595-39726:39784-39951
ACOLU	scf_1925488931	ACOM035383	+	42315	43288	4	42315-42351:42607-42680:42764-42944:43083-43288
ACOLU	scf_1925488931	ACOM035387	-	43482	44184	2	43482-43968:44039-44184
ACOLU	scf_1925488931	ACOM035386	+	44711	46306	1	44711-46306
ACOLU	scf_1925488931	ACOM035388	-	52824	55056	5	52824-53010:53106-53208:53316-53593:54065-54270:54343-55056
ACOLU	scf_1925488931	ACOM035389	+	55620	60830	6	55620-55652:55761-55943:55951-56088:59783-60357:60661-60751:60798-60830
ACOLU	scf_1925488931	ACOM035391	-	56071	59488	2	56071-56183:57340-59488
ACOLU	scf_1925488943	ACOM036012	+	212	1626	2	212-1402:1447-1626
ACOLU	scf_1925488943	ACOM036013	-	302	4067	3	302-1273:1495-1637:4046-4067
ACOLU	scf_1925488943	ACOM036011	+	3934	4457	3	3934-4071:4136-4234:4245-4457
ACOLU	scf_1925488946	ACOM027008	-	2	433	1	2-433
